951761889729552384_0;0;Fri Jan 12 10:24:52 +0000 2018;@patman1015 @MangledMichael @CaseyHinds @realDonaldTrump If by snowflake you mean a non racist non homophobe non climate change denier etc etc then Let Is Snow Let It Snow Let It Snow!;patman1015 MangledMichael CaseyHinds realDonaldTrump If by snowflake you mean a non racist non homophobe non climate change denier etc etc then Let Is Snow Let It Snow Let It Snow;by snowflake you mean a non racist non homophobe non climate change denier etc etc;Let Is Snow Let It Snow Let It Snow
951767505315532800_0;0;Fri Jan 12 10:47:10 +0000 2018;#politics #economics #finance If it is true that Bitcoin in grossly WASTEFUL of Energy and adds significantly to Global Warming, then I would suggest it needs to be Agressively Managed PDQ. https://t.co/CawvHE5RRV;politics economics finance If it is true that Bitcoin in grossly WASTEFUL of Energy and adds significantly to Global Warming then I would suggest it needs to be Agressively Managed PDQ;it is true that Bitcoin in grossly WASTEFUL of Energy and adds significantly to Global Warming;I would suggest it needs to be Agressively Managed PDQ
951785421763174400_0;0;Fri Jan 12 11:58:22 +0000 2018;If global warming is bringing weather like this, then let's cook;If global warming is bringing weather like this then lets cook;global warming is bringing weather like this;lets cook
951787527039602688_0;1;Fri Jan 12 12:06:44 +0000 2018;if global warming isnt real then why did club penguin shut down.;if global warming isnt real then why did club penguin shut down;global warming isnt real;why did club penguin shut down
951787846146363392_0;1;Fri Jan 12 12:08:00 +0000 2018;RT @Lilbootyeater: if global warming isnt real then why did club penguin shut down.;RT Lilbootyeater if global warming isnt real then why did club penguin shut down;global warming isnt real;why did club penguin shut down
951789263175258118_1;0;Fri Jan 12 12:13:38 +0000 2018;@annemariayritys Obama is right abt global warming as the long term threat but Trump presents a greater short term threat. If we can't get this short term problem fixed then the long term problem is going to over come us&amp; that isn't how our great nation evolved. We used to face problems together.;If we cant get this short term problem fixed then the long term problem is going to over come usamp that isnt how our great nation evolved;we cant get this short term problem fixed;the long term problem is going to over come usamp that isnt how our great nation evolved
951799180619522048_2;0;Fri Jan 12 12:53:02 +0000 2018;@realDailyWire I think maybe he is just being smart with there investments. But is trying to get some sort of dems and climate spooks clout. If i sold my stocks is BP and then invested that money in solar city, did i just help combat climate change?;If i sold my stocks is BP and then invested that money in solar city did i just help combat climate change;i sold my stocks is BP and;invested that money in solar city did i just help combat climate change
951800738207985669_0;0;Fri Jan 12 12:59:14 +0000 2018;If you call murder a clash then I am Donald Trump. Get your facts right. https://t.co/tXwS67n0If;If you call murder a clash then I am Donald Trump;you call murder a clash;I am Donald Trump
951843833666469890_0;0;Fri Jan 12 15:50:29 +0000 2018;@LabourRichard @realDonaldTrump Off curs what you think and expect from like that He only believe in money If the sky was raining money then a problem happen ....At that momentHe take the advantage and convince that there is a global warming should all countries work to solve it #trumpTheLunatek;LabourRichard realDonaldTrump Off curs what you think and expect from like that He only believe in money If the sky was raining money then a problem happen At that momentHe take the advantage and convince that there is a global warming should all countries work to solve it trumpTheLunatek;the sky was raining money;a problem happen At that momentHe take the advantage and convince that there is a global warming should all countries work to solve it trumpTheLunatek
951844585344466944_0;3;Fri Jan 12 15:53:28 +0000 2018;I am currently at a 'faculty retreat' about merging two academic units - come on down and listen, if afterwards you still think that 'academic conspiracies' about issues like climate change are a thing, then you're an idiot.;I am currently at a faculty retreat about merging two academic units  come on down and listen if afterwards you still think that academic conspiracies about issues like climate change are a thing then youre an idiot;afterwards you still think that academic conspiracies about issues like climate change are a thing;youre an idiot
951851912776814592_0;0;Fri Jan 12 16:22:35 +0000 2018;If he took public transportation to #ParkSlope then maybe we could resolve our subway problemhttps://t.co/eR44IZ163h;If he took public transportation to ParkSlope then maybe we could resolve our subway problemhttpstcoeR44IZ163h;he took public transportation to ParkSlope;maybe we could resolve our subway problemhttpstcoeR44IZ163h
951864846177439745_0;0;Fri Jan 12 17:13:58 +0000 2018;IF YOU STILL DONT BELIEVE GLOBAL WARMING IS REAL THEN YOU ARE ON SOME BULLSHIT ILL TELL YA THAT;IF YOU STILL DONT BELIEVE GLOBAL WARMING IS REAL THEN YOU ARE ON SOME BULLSHIT ILL TELL YA THAT;YOU STILL DONT BELIEVE GLOBAL WARMING IS REAL;YOU ARE ON SOME BULLSHIT ILL TELL YA THAT
951876402571333638_3;0;Fri Jan 12 17:59:54 +0000 2018;@nr1woman #Ugh - That can't end well.  I guess I don't have to worry.  #ClimateChange and #GlobalWarming will send us back to the #StoneAge - if we are lucky. If #Hawking is right with #Venus then #Evolution gets a 2nd chance.;If Hawking is right with Venus then Evolution gets a 2nd chance;Hawking is right with Venus;Evolution gets a 2nd chance
951876480656605185_0;10;Fri Jan 12 18:00:12 +0000 2018;"Even if you believe 100% renewable energy is the end goal, if you think climate change is really an urgent existential threat, the order of operations is clearly phase out coal, then gas, then nuclear. Germany is doing opposite."https://t.co/OmDw4mOSqS;Even if you believe 100 renewable energy is the end goal if you think climate change is really an urgent existential threat the order of operations is clearly phase out coal then gas then nuclear;you think climate change is really an urgent existential threat the order of operations is clearly phase out coal;gas
951878434854195208_0;1;Fri Jan 12 18:07:58 +0000 2018;If global warming isn't real then why did Club Penguin close down;If global warming isnt real then why did Club Penguin close down;global warming isnt real;why did Club Penguin close down
951883081136377857_0;0;Fri Jan 12 18:26:26 +0000 2018;"Hey libs, if global warming is real then how come it's so—oh." https://t.co/Okamf88T77;Hey libs if global warming is real then how come its so—oh;global warming is real;how come its so—oh
951889153276465154_1;0;Fri Jan 12 18:50:34 +0000 2018;@ScottPresler That's cause he is a racist.  I mean if cold climate means global warming then affirming the life and service of MLK must be racist.;I mean if cold climate means global warming then affirming the life and service of MLK must be racist;cold climate means global warming;affirming the life and service of MLK must be racist
951902733900140546_0;0;Fri Jan 12 19:44:31 +0000 2018;@JimLangevin @RepStefanik If you want to do this as aprelude to new separate funding for Climate Change  then I completely dis agree with you. The last thing i want to do is fund they nothing about fixing. We can not currently afford to fix Social Security or Puerto Rico Bankruptcy.;JimLangevin RepStefanik If you want to do this as aprelude to new separate funding for Climate Change  then I completely dis agree with you;you want to do this as aprelude to new separate funding for Climate Change;I completely dis agree with you
951914678887870466_1;0;Fri Jan 12 20:31:59 +0000 2018;Update: it went from 34 Wednesday, to 60 Thursday, to 19 today. So I will repeat with much emphasis IF YOU STILL DONT BELIEVE IN THE SCIENCE OF CLIMATE CHANGE, THEN FUCKKKKKK YOUUUUU;So I will repeat with much emphasis IF YOU STILL DONT BELIEVE IN THE SCIENCE OF CLIMATE CHANGE THEN FUCKKKKKK YOUUUUU;YOU STILL DONT BELIEVE IN THE SCIENCE OF CLIMATE CHANGE;FUCKKKKKK YOUUUUU
951921543092809728_0;0;Fri Jan 12 20:59:16 +0000 2018;@SeattleJ213 If global population and life expectancy AREN'T declining, then why is "climate change" a problem? When do YOU think the world will be destroyed if we don't "do enough" about "climate change"? 🔮 Decades ago doom and gloom scenarios haven't come to fruition. 🌎;SeattleJ213 If global population and life expectancy ARENT declining then why is climate change a problem;global population and life expectancy ARENT declining;why is climate change a problem
951925780174356480_1;0;Fri Jan 12 21:16:06 +0000 2018;@EnergyInDepth I never understood the methods used for climate change. If they raise the standards for driver's licenses then we have better drivers and;If they raise the standards for drivers licenses then we have better drivers and;they raise the standards for drivers licenses;we have better drivers and
951926628413792258_0;1;Fri Jan 12 21:19:28 +0000 2018;"If you believe that climate change is the most significant challenge [of] the world today, then you should also conclude that nuclear energy must remain part of our energy supply."https://t.co/ZiM8kz7YB0;If you believe that climate change is the most significant challenge of the world today then you should also conclude that nuclear energy must remain part of our energy supply;you believe that climate change is the most significant challenge of the world today;you should also conclude that nuclear energy must remain part of our energy supply
951928049519403008_3;0;Fri Jan 12 21:25:07 +0000 2018;@RepMimiWalters @DeptofDefense They already examine the impact of climate change. Racist Trump has them do nothing about it. Your letter is an example of you doing nothing but pretending to care. Just like MLK Day- if you tweet about MLK but do not denounce Trump's many racist comments then you are complicit;Just like MLK Day if you tweet about MLK but do not denounce Trumps many racist comments then you are complicit;you tweet about MLK but do not denounce Trumps many racist comments;you are complicit
951935547613876227_0;0;Fri Jan 12 21:54:55 +0000 2018;if everything doesn't turn into the gold then have to be frozen~ global warming in alchemical view;if everything doesnt turn into the gold then have to be frozen global warming in alchemical view;everything doesnt turn into the gold;have to be frozen global warming in alchemical view
